SET NUMBER|CARD NUMBER|NAME|RARITY|THRESHOLD|TYPE|SUB TYPE|FACTION|SOCKET COUNT|COST|ATK|HEALTH|TEXT|FLAVOR|RESTRICTION|ARTIST|ENTERS PLAY EXHAUSTED|EQUIPMENT STRING|CURRENT RESOURCES ADDED|MAX RESOURCES ADDED|UUID
AZ1|65|Infiltrate|Uncommon|2 Sapphire|Basic Action||None|0|2|0|0|Troops you control get "When this deals damage to an opposing champion, draw a card" this turn.    Underworld Allegiance: Target troop gets Unblockable this turn.|||Jim Nelson|0|c9261ee1-2f6e-4b28-8c1a-dc031e9d53f5|0|0|1903e6db-d537-428b-a150-97869b90de38
Primal Dawn|65|Succubus|Rare|2 Blood|Troop|Avatar of Lust|None|0|5|3|5|Flight    When this attacks, target opposing troop gets Enthralled.    [BASIC]: (8), Exhaust -> Gain control of all Enthralled troops.|"Oh yes, you'll certainly die in horrible pain. But let's have a bit of fun first."||Tyler James|0|646f3946-cbcf-46db-ae56-c61f8a7230ba, acafe29e-ba6d-47f7-ab8a-12b9746db672|0|0|0ed3e9f7-815d-4b26-bd4c-69cd50e9d2fd
AZ2|65|Ricochet Blast|Uncommon|1 Ruby|Basic Action||None|0|2|0|0|Deal 2 damage to two random opposing champions and/or troops.|||Anders Finer|0|34dfaab6-beaf-4953-b262-1965b5a9d371|0|0|8591fef6-01e1-4edd-9ccf-821627d6aadb
Shards of Fate|65|Hideous Conversion|Rare|1 Blood|Constant||None|0|2|0|0|Sacrifice a troop -> Gain [L1][R0].|Shin'hare warlocks have found that shroomkin make ideal subjects for mutation experiments.||Turovec Konstantin|0|8c3837df-5c41-4bf9-8191-6684f4aaaa0b, fc1e7454-f4a9-4d13-a69c-afe06b45bfaa|0|0|228f03c8-34db-498b-ad7d-0042fb96158e
Herofall|65|Skittering Dark|Common|1 Blood|Basic Action||None|0|1|0|0|Summon two Dreadlings.|"Skittering in the dark. My beautiful nightmares." -Shoku the Botanist||Anton Kokarev|0|a7db6ae1-bd15-4442-9391-aad468ac5b0f|0|0|e6792761-8d33-4703-8755-1041538d2f56
Armies of Myth|65|Warlock of Aettir|Uncommon|2 Blood|Troop|Necrotic Warlock|Underworld|0|3|1|1|Shift (1): Sacrifice another troop -> This gets +2[ATK]/+2[DEF] this turn.|"Do not be upset at the loss of your soul ... I shall put it to better use."||Tatiana Vetrova|0|beea1a04-eaf2-45fa-854a-7f9d04586617, 25c3d351-f3ed-4eb4-827b-00dd3b413ffe|0|0|237fd411-9e7d-44a1-bd34-b542dfa1ed9c
Shards of Fate|66|High Tomb Lord|Legendary|2 Blood|Troop|Necrotic Warrior|Underworld|0|6|0|0|This has +1[ATK]/+1[DEF] for each card in all crypts.|The necrotic will never understand why other races bury their dead, when they still have so much use.||Julio de Carvalho|0|72686620-b9e6-407a-baf7-53044b0d386c, d8ea425a-ded8-4774-953b-fd8b9dba4f7d|0|0|dc748c9a-9b04-4279-93d6-19b06cbde108
Primal Dawn|66|Tezozo|Rare|1 Blood|Troop|Orc Rogue|Aria|0|2|2|1|Rage 2    Deathcry - Put him into your deck and he gets "Deploy - Destroy target opposing troop."|"I'll be watching from the shadows." -Tezozo|Unique|Anders Finer|0|e1704c56-15fd-4f91-848d-5c5a0d388bbf, 7499663b-a890-45a1-914b-1ca9602f5518|0|0|15d431aa-018e-4b8b-9043-54885bd476e8
Scars of War|66|Vampire Queen|Rare|2 Blood|Troop|Undead Vampire Queen|None|0|6|3|3|Flight, Lifedrain  Deploy - Summon two Vampire Children.|Eat prey, love.||Joseph Weston|0||0|0|81cfabac-db47-46a2-bb04-824db12dbf30
AZ1|66|Junk Repurposer|Rare|2 Sapphire|Troop|Dwarf Cleric|Underworld|0|4|3|4|When an artifact enters your crypt, add a junk counter to this.    Remove three junk counters from this -> Summon a War Bot.|||Zoltan Boros|0|72b4ed36-03ae-4c61-9950-010babec46be, de4eaecd-3015-49a5-aea6-59d91808a8bb|0|0|572be440-0f92-4152-8aa6-f09b2a76c5eb
Armies of Myth|66|Zealous Excruciator|Rare|2 Blood|Troop|Vennen Rogue|Underworld|0|5|5|4|Deploy - Each opposing champion chooses Pain or Suffering.|"With all of their monarchs slain, Entrath descended into eight centuries of chaos." -Arachnomicon 15||Piotr Arendzikowski|0|2a6c456e-11d3-439a-8244-b9b8d9761eb9, e6fac052-ecac-4944-a75a-cd8d042d4b1c|0|0|a0444f68-d125-4f34-96e5-dab74d39ea62
Herofall|66|Smokeclaw Raker|Uncommon|2 Blood|Troop|Necrotic Rogue|Underworld|0|5|5|2|Deploy - Choose one: Raker's Ferocity; or Smokeclaw's Grip.|||Kassandra Vasquez|0|20dc708f-4814-4576-ab19-4530bb5ea84a, 3a6d281e-f618-4e86-bc1d-62fb25faf8d3|0|0|f2400f07-e084-4459-901d-c529a1499f7c
Shattered Destiny|66|Grave Nibbler|Common|1 Blood|Troop|Shin'hare Warlock|Underworld|0|2|2|2|[BASIC] [BLOOD]: (2) -> Tunneling 3.    When a troop dies, if this is underground, this becomes 4[ATK]/4[DEF].|"A grave is a wonderful hidey hole, but I'm more than happy to give one up to someone who needs a more permanent home."||Piotr Arendzikowski|0|d62212b5-29d3-40f7-b401-13d0bb91efd4|0|0|e67a5949-8a45-4738-9546-f564d589d752
Shards of Fate|67|Hop'hiro, Samurai|Rare|1 Blood|Troop|Shin'hare Warrior|Underworld|0|1|1|1|(1), Sacrifice another troop -> Target troop gets -1[ATK]/-0[DEF] this turn.    When a troop you control is sacrificed, add a bushido counter to Hop'hiro. Then, if there are three or more, remove them all and transform him into Hop'hiro, Elite Samurai.||Unique|Velvet Engine|0|bcf14471-db80-4ea2-94f7-a926b8b0b375, 745d3482-e56b-4d33-bfef-90e341768da0|0|0|5367c7a7-2dfb-46d2-b117-f1217bdfce56
Herofall|67|Spoil|Common|1 Blood|Basic Action||None|0|2|0|0|Revert target troop. It gets -1[ATK]/-1[DEF].|||Alejandro Velazquez|0||0|0|3559d5b9-29bf-4573-8b98-c822e1f76ca3
AZ1|67|King Lodegan's Verdict|Rare|2 Sapphire|Quick Action||None|0|3|0|0|Interrupt target action.    Ardent Allegiance: Create a random Ardent troop that you meet the threshold requirements to play and put it into your hand.|"The centuries have weakened my connection to the mortal realm, yet I shall accompany you on this sacred task." -the ghost of King Lodegan||Alberto Rocha|0|d4208be6-9e55-49a1-a428-775f6b8478df, ab05b247-9b62-4db7-bbd5-fc553abb3a5d|0|0|4723a3b1-2102-4134-9ce8-d91d7d6f2c3c
AZ2|67|Cinderclone Offensive|Uncommon|2 Ruby|Basic Action||None|0|6|0|0|Summon a copy of up to two target troops you control. They get Speed and "At the end of your turn, sacrifice this."|||Hai Hoang|0|b9996d9a-1c7d-4070-9ca9-69f4d2dfe797|0|0|be8a5ed2-2813-466c-9f10-09ba401b24ec
Shattered Destiny|67|Gront the Infinite|Legendary|2 Blood|Troop|Goblin|None|0|6|5|5|At the start of your turn, each other troop gets -1[ATK]/-1[DEF].    When another troop dies, Gront gets +1[ATK]/+1[DEF].|With typical goblin modesty, Gront gave himself the nickname "The Infinite".|Unique|Anton Kokarev|0|0ccd4aba-6485-46a8-958c-fbe62e1514d3, bdc5ecbf-dc87-445b-b2b3-75a700c4a124|0|0|054fb437-44aa-4405-9be8-06a6dc17011f
Primal Dawn|67|Vampython|Uncommon|1 Blood|Troop|Vampire Beast|None|0|5|3|5|When an opposing champion is dealt damage, gain 1 health.|||Kyle Stanclift|0|41d69fb9-997a-45c7-91cf-a87ee18eb0bb, 6e2229a9-d606-4ef6-ab96-9faee456e462|0|0|7314b826-c615-42c8-80d3-123c9ac37da0
Scars of War|67|Waltz of the Damned|Rare|2 Blood|Basic Action||None|0|7|0|0|Gain control of all troops, then sacrifice each troop you control.|The party's guests were surprised to find the last dance come so quickly.||Joseph Weston|0||0|0|e43e2ebd-47c3-4f14-a36d-fbd1295999e9
Armies of Myth|67|All in the Family|Rare|2 Diamond|Constant||None|0|2|0|0|While you control five or more troops with different costs, troops you control have +1[ATK]/+1[DEF] and invincible.    At the end of your turn, if you control two or more troops with the same cost, sacrifice this.|Family is everything.||Bruno Biazotto|0|395333c8-5d51-4659-9956-7cf63c8ec921, 89d8d9e6-d230-4a2c-880f-04d19bcd6e16|0|0|d0aedc92-23e4-496e-850f-a3fc7e89d7fd
Scars of War|68|Webspeaker Cenobite|Legendary|1 Blood|Troop|Vennen Mage|Underworld|0|4|2|3|If one of your cards or effects would Conscript an [UNDERWORLD] troop, create that many +1 instead.  When you Conscript, this gets +1[ATK]/+1[DEF].|"You don't need to be a child of Xentoth to be blessed by her glorious hatred."||Polar Engine Studio|0||0|0|2b01b92a-3775-43ad-a975-8cd35f788ced
AZ1|68|Lady Devonshire|Legendary|1 Sapphire|Troop|Spirit|None|0|3|1|3|At the start of your turn, put a random action in your crypt into your deck. All your cards with the same name in all zones get "When you play this, copy it."||Unique|Michael Berube|0|50638655-46e2-44fe-a366-c0d48a913b87, c849e8c1-be46-45dd-9d72-cf5582f98688|0|0|1b13e7c5-ffa1-4f23-8787-2892bda2ccac
Herofall|68|Steal Intel|Rare|1 Blood|Basic Action||None|0|2|0|0|Target a card in an opposing crypt. Its thresholds become [BLOOD]. Put that card into your hand.    Scrounge 2: "Gain [L2][R0]."|||Ellis Q Clark|0||0|0|33dbb3d3-5004-411f-9a1f-1d05e81c8db0
Primal Dawn|68|Vilefang Theurge|Common|1 Blood|Troop|Vennen Warlock|Underworld|0|4|1|4|Sacrifice another troop -> This gets Lethal this turn.|Your sacrifice will not be remembered.||James Wolf Strehle|0|5ce56fdd-1a3e-4397-8efd-ceb512b24795|0|0|ee435ef0-6d9f-49c8-90e8-a944714faf86
Shattered Destiny|68|Izydor|Rare|2 Blood|Troop|Goblin|None|0|4|3|3|Zombies you control have Lethal.    [ONE-SHOT]: (5) -> Revert, then transform up to two target troops in crypts into Zombies and put them into play under your control.|"I think of creating armies of zombies as a hobby more than a career. You really have to love what you do, otherwise, what's the point?"|Unique|Anton Kokarev|0|9823453b-342f-4a06-a2af-77c506449fcb, 12bac114-8126-4f6c-af3e-c6ac0525cc53|0|0|c850edb3-2c99-46a1-8621-8383fab45660
Shards of Fate|68|Incantation of Fear|Rare|1 Blood|Constant||None|0|4|0|0|When a card enters an opposing crypt, add an incantation counter to this. If there are five or more, remove all incantation counters from all your Incantations of Fear in all zones. Transform them into Maddening Nightmares.|"We call forth from the realm of horror..."||Anton Kokarev|0|3e9aa7c5-22cf-473b-8167-a51962564394, e331ccc0-4892-4ca5-b983-39bbfbccd748|0|0|f8103511-772f-40ea-8599-04d520508bac
Armies of Myth|68|Ambush Guide|Rare|1 Diamond|Troop, Quick|Coyotle Rogue|Aria|0|4|1|5|Your troops with cost (3) or less in all zones are quick.|Coyotle can mimic animal noises to communicate while keeping themselves unseen.||Wei Zi|0|a4ba9341-d21a-45be-89fa-e27c715703b0, 7f5d3734-bd91-47e2-9084-0b7a30fbabc6|0|0|d28074c0-f8e9-4151-a887-c9fb78100fcf
Shattered Destiny|69|Killblade of the Milky Eye|Common|1 Blood|Troop|Shin'hare Rogue|Underworld|0|1|1|1|Lethal|Each killblade has one of their eyes replaced with a cloudy magical orb. The oracle keeps all of the extracted eyes in a large glass jar and can track the movements of all the killblades.||Velvet Engine|0|886112c0-96cc-4cc3-8abb-83470613514a|0|0|9eb8848c-1a1d-476f-9857-f157408b3b66
Scars of War|69|Webspinner Prelate|Common|1 Blood|Troop|Vennen Cleric|Underworld|0|4|2|4|Spiders you control have Rage 1.|Prelates are given discretionary authority by the Inquisition to enforce Xentoth's laws.||Nele Diel|0||0|0|d6d508d3-cdcf-4a44-94ed-6844ed9114f0
Herofall|69|Taste For Blood|Common|1 Blood|Basic Action||None|0|7|0|0|Target troop gets +2[ATK]/+2[DEF] and Lifedrain.     Assault - When a troop you control attacks, if this is in your hand, this gets cost -(1).|"You'll die just like your dear Prince did, human ... in pain, weeping, with a sword through your heart."||Ellis Q Clark|0||0|0|5e1d5e30-5d0c-48fa-8b9d-a56a38625743
Armies of Myth|69|Blessing of Unicorns|Rare|3 Diamond|Troop|Unicorn|None|0|4|5|5|Invincible    At the end of your turn, if you control less than two other diamond troops, put this into your hand.|"Silas found the creatures to be magnificent, elusive, and captivating." -from the journal of Lord Bernard P. Dunthorpe||Cesar Pasqualinotto|0|59efb37b-d939-467e-bfa9-a74d34a0f801, 1c66f71f-f1c6-4e6b-a324-d3f6bf92a62b|0|0|2745e3e9-c186-4b83-9951-7fcbebe8ec24
Primal Dawn|69|Wailing Rider|Common|2 Blood|Troop|Necrotic Warrior|Underworld|0|5|2|5|Shift (1): Rage 2.|||Joel Lagerwall|0|7fbcb67c-5e8b-4ed9-93be-82343cf901bb|0|0|cf9994dd-f381-4342-b4c9-b58c63eeb576
Shards of Fate|69|Incubation Slave|Uncommon|1 Blood|Troop|Orc Slave|Underworld|0|2|0|2|At the start of your turn, add an egg counter to this.    (6), Remove all egg counters from this and sacrifice it -> Summon a Spiderspawn for each egg counter removed this way.|"Shhhh, be quiet, slave. You'll wake the babies."||Filip Acovic|0|58c4097c-2734-4c4e-8d5a-fabcf81a5da9, b8ae0eb1-6dd8-4e10-9d98-6b772ba0eb73|0|0|eb3a6e3b-b0da-4ed2-a09f-e9e6f6cc7bd8
AZ1|69|Lost Wanderer|Uncommon|1 Sapphire|Troop|Spirit|None|0|4|2|2|Spellshield, Unblockable|||Phu Thieu|0|5bb8260f-9c55-4521-9036-7d1efca656aa|0|0|834cdaa6-bd0e-4d11-87a8-0adb578c2245
Primal Dawn|70|Xentoth's Malice|Legendary|2 Blood|Constant||None|0|2|4|6|(2), Pay 2 health -> Create four Spiderling Eggs for each opposing champion and put them into their decks.    (2), Sacrifice a Spider -> Draw a card and gain 2 health.|Then Xentoth said, "Take your children into the darkness below the ground and spill their blood." -Arachnomicon||David Elliott|0|3c17a2f0-6c5a-41fe-b542-7be8a5a23822, 82dc1c89-02d5-404c-94e9-6e49b339bdab|0|0|598a1466-8c6d-41fa-adc7-923a2866ea6d
Shards of Fate|70|Infernal Professor|Rare|1 Blood|Basic Action||None|0|2|0|0|Put a random non-resource card from your deck into your hand. It gets cost -(2) and "At the start of your turn, if this is in your hand, it deals 2 damage to you".|"In two weeks, you bring back book. Late fee is one severed finger for each day you don't return book. It does not have to be your finger." -The Professor||Anton Kokarev|0|064b0c92-127f-4bc7-bfb0-51b2423e31ff, 79f24d74-a9b3-4cc6-b40d-a4a1919e41fe|0|0|e1ac23d6-7ca4-431a-80ac-fba1091d429b
Armies of Myth|70|Brightmoon Brave|Common|1 Diamond|Troop|Coyotle Warrior|Aria|0|1|1|1|Prophecy Deploy - The next troop in your deck gets +1[ATK]/+1[DEF].|"This is the Second Sign: Our lands will see the coming of the rock men and their metal beasts with blood of black. They shall seek the end of all things."||MagicMan|0|a70f4195-ef32-4cc9-b3b4-51aef092b9d6|0|0|74454a5c-1fd5-4d89-a775-72b96830f247
AZ1|70|Morphology|Uncommon|1 Sapphire|Quick Action||None|0|2|0|0|Put target card into its controller's hand. Then, transform that card into a random action of the same shards.|||Matt Kohr|0|2953d372-7191-41aa-8924-13f3d275c37e|0|0|35c69927-8571-46c6-8b1f-5ed03a8f3104
Shattered Destiny|70|Kog'Tepetl's Thirst|Common|1 Blood|Quick Action||None|0|2|0|0|Target troop gets +3[ATK]/-1[DEF].    [BLOOD][BLOOD][BLOOD][BLOOD]: Draw a card.|From the skull of the enemy vermin we drink the blood of the mountain, the blood of rage, the blood of honor.||Anders Finer|0|7a884f4a-eaac-40aa-a6f6-918afcb66cff|0|0|3becf35a-b67f-49cd-b3b0-40bd9cb3c7f7
Herofall|70|Terror of Bleakbark Bog|Uncommon|1 Blood|Troop|Horror|None|0|1|4|4|Lethal     As an additional cost to play this, sacrifice three troops.|"Nature can be evil. I seen the Terror. Don't never wanna see it again." -Brugg the Bog Walker||Apterus|0||0|0|c36f3fda-a7e0-415e-9e92-c9e8230e0a28
Scars of War|70|Wicked Webspawn|Uncommon|1 Blood|Troop|Vennen Rogue|Underworld|0|2|2|2|When you Scrounge, summon two Dreadlings.|Before retreating, the vennen hid eggs in Ayotochi, waiting to spawn.||Sebastian Rodriguez|0||0|0|c69e0a54-2f7e-47cf-bcaf-91c1d007b072
AZ1|71|Nazhk Lookout|Rare|1 Sapphire|Troop|Vennen Ranger|Underworld|0|2|2|2|When a champion plays a card, bury the top card of each opposing champion's deck.|"I hope some enemies try to invade the city. I need something to shoot at."||Rudy Siswanto|0|edc3d36e-2026-46cd-93d6-a627e27c86a7, 74c5cef6-06cc-463c-b013-da757be44e64|0|0|75c26b27-66fe-4700-a584-967ab12b15e7
Shattered Destiny|71|Lethal Weapons|Common|1 Blood|Quick Action||None|0|3|0|0|Up to two target troops get Lethal.|||Robb Mommaerts|0|87534de8-dc55-49db-844a-6b2a32a06ad5|0|0|cacae64d-2208-4cb0-bc47-18b68185142c
Armies of Myth|71|Chimera Guard Fallen|Uncommon|1 Diamond|Troop|Necrotic Warrior|Underworld|0|3|2|2|Shift (1): When this attacks, it gets +[ATK] equal to this troop's [DEF] this turn.|"I don the armor and tabard this human body died wearing to show his fellow Sleepers the glory of becoming Awakened."||Paolo Nagase Rotelli|0|4e840790-7c6e-47b5-b6bc-5a4e4e416f97, e029d05a-3b49-4934-9901-5def67b394fc|0|0|0ea8b19a-8d3f-4a82-854a-e37541639a81
Shards of Fate|71|Inquisition|Common|2 Blood|Basic Action||None|0|2|0|0|Look at target opposing champion's hand. Choose a revealed non-resource card. They discard that card.|Vennen warlocks organize public rituals where "heretics" are tortured and executed.||Velvet Engine|0|c4beec12-b0d7-4d39-b888-ad72599918f2|0|0|53abef3a-5d96-4374-93fb-56f44eb1361d
Primal Dawn|71|Adamanthian Captain|Common|1 Diamond|Troop|Human Warrior|Aria|0|3|2|3|Empower|"No enemy of the Ardent alliance has ever pierced the walls of glorious Adamanth."||Justin Gerrard|0|a2b1333e-43a1-46cd-92ed-d345448c8e31|0|0|659f0844-328c-4711-b447-921e2b4347ac
Herofall|71|Underworld Crusader|Rare|1 Blood|Troop|Necrotic Warrior|Underworld|1|3|4|4|SOCKETABLE MINOR    Deckbuilding: You can include this in your deck only if it contains at least ten differently named [UNDERWORLD] troops.     Deathcry - Draw two cards and lose 2 health.     |"The Underworld seeks not to conquer, but to craft a new world free of weakness and sentiment."||Joel Lagerwall|0|16609322-2053-40f4-86ec-4e37d2f5185f|0|0|869f7329-e6ef-41d3-b2e2-7c0d7a89f6ce
Scars of War|71|Withering Gaze|Uncommon|1 Blood|Basic Action||None|0|1|0|0|Look at target opposing champion's hand. Choose a revealed non-resource non-troop card and put it into your deck. Its thresholds become [BLOOD].|||Max Birdfall|0||0|0|64e0dd44-6810-4ffe-b8ce-392c55d207a6
Primal Dawn|72|Airvolution|Uncommon|1 Diamond|Basic Action||None|0|3|0|0|Target troop you control gets Flight. Troops you control with Flight get +1[ATK]/+1[DEF].|||Claudio Pozas|0|26155221-d220-420b-9fb9-786472555082, 9a498b09-941c-4d2e-9afd-9e7e2c588b72|0|0|ae96e960-a446-4c4e-b5bf-9935f0f88a0d
AZ2|72|Dancing Faeries|Uncommon|1 Sapphire|Troop|Fae|None|0|3|3|1|Deploy - This gets one of the following at random: Flight; Spellshield; or "Deathcry - Draw a card."|||Anders Finer|0|6dc6d591-84b1-4a6c-80e6-4e3e59ed6d7b|0|0|eff2a0fe-1cc2-4bc6-b4e8-5b1433ba58f4
Herofall|72|Undying Weaver|Rare|3 Blood|Troop|Vennen Warlock|Underworld|0|4|5|4|Deathcry - Put this into your hand and lose 4 health.     Scrounge 2: "Deploy - Summon a Spiderspawn."|"I shall die for you, Mother, as many times as you command."||Marco Alvares|0||0|0|f5ae3964-d91c-4dc9-aa01-b6b7bc54e4ce
Armies of Myth|72|Creepy Conspirators|Common|1 Diamond|Troop|Necrotic|Underworld|0|5|4|3|Necrotic Allegiance: Deploy - You may revert target troop.|The necrotic nickname for humans are "Sleepers." Once humans meet their Final Sleep, as they all do, then they can be become "Awakened."||Tatiana Vetrova|0|59410e13-f0c0-4a5b-8bad-1aa2bf2edf12|0|0|93f6e62e-6bd4-46f4-9a2b-adc03d80f873
Shattered Destiny|72|Mazat Spearman|Common|1 Blood|Troop|Orc Ranger|Aria|0|1|0|1|Rage 1|The forests surrounding Mazat Crater must be diligently patrolled to flush out enemy ambushes.||El Garing|0|e7f82cc4-89dc-4d89-99b8-ef2dfc92593f|0|0|8a78b93c-a5af-4f8f-b7b0-82785cc09be1
AZ1|72|Piranha Swarm|Rare|2 Sapphire|Troop, Quick|Fish|None|0|4|4|4|Defensive    When this deals damage, sacrifice it. Then, summon four Ravenous Piranhas.|||Zoltan Boros|0|cca67ea8-6547-4804-b4ea-31ab5dfdcac4, aa321f7e-3e4b-44dc-9028-ced6de6ab303|0|0|c69b5c92-9692-42c9-bfd9-e2d465fc7a26
Scars of War|72|Xentoth's Hunger|Common|1 Blood|Quick Action||None|0|3|0|0|As an additional cost to play this, sacrifice a troop.  Gain 4 health and draw two cards.|The tears of the Spider Mother are lethal to heretics.||Anton Kokarev|0||0|0|40529d0c-5390-4c35-ba9f-181787ea2e73
Shards of Fate|72|Life Siphon|Rare|2 Blood|Basic Action||None|0|1X|0|0|Deal X damage to target opposing champion. Gain 1 health for each damage dealt this way.|"Hide behind as many troops as you like. Your life is still mine to devour."||Velvet Engine|0|17ccdda1-158a-480a-b96e-929590833a46, 9ac09c51-ec5b-456e-9880-43dff72d1a28|0|0|3019ee7e-2c97-4dfd-b4e9-838e1caf70b2
Primal Dawn|73|Battle Chant|Common|1 Diamond|Constant|Chant|None|0|2|0|0|When a constant enters play under your control, troops you control get +1[ATK]/+1[DEF] this turn.|"Wherever there is courage, I shall strengthen its resolve." -The Chant of Diamond||John Wigley|0|1b73b45d-4a4f-4068-8a93-4290a5c355a1|0|0|8edd2eb8-8796-4c8c-91d4-06fd68ef28bc
Scars of War|73|Yazukan's Fanatic|Uncommon|1 Blood|Troop|Shin'hare Cleric|Underworld|0|2|1|1|Rage 1  When you Conscript an [UNDERWORLD] troop, this gets Invincible this turn.|"War and spite are not modern notions. The ancients created them for their own ends." -Roshi Manabu||Andres Blanco|0||0|0|c2cd4a6a-6503-4bca-a66b-569acdaf57c3
AZ1|73|Rite of Denial|Rare|3 Sapphire|Constant, Quick||None|0|6|0|0|Deploy - Interrupt target troop.    Sacrifice this -> Interrupt target non-troop.|||Zoltan Boros|0|fe5d27a7-3863-4855-834d-1d497cc19a05, eebe4a71-bd87-4fb2-89c2-e028a90c15b7|0|0|0cc04d9a-2292-48bb-9cc3-3d4d7dcf84eb
Shards of Fate|73|Malice Demon|Rare|2 Blood|Troop|Avatar of Malice|None|0|7|8|8|Flight, Crush|The demonic avatar of Nulzann, the Primal of Malice, is summoned by depraved Blood Magic rituals performed by the desperate and the insane.||Filip Acovic|0|6d6fb4d4-4027-4bf6-b4be-3aec44354019, 2822338b-4cbd-40ab-a1fb-955fea71f36c|0|0|48546359-3f27-4e3b-94b3-2076acbe8981
Armies of Myth|73|Cry of Adamanth|Common|2 Diamond|Quick Action||None|0|5|0|0|Attacking troops get +2[ATK]/+2[DEF] this turn.|"I do not expect perfection, or fearlessness, or daring heroism. I only expect victory!" -Lady Shimmer||Victor Camoes|0|c00564ec-9853-4ce9-a2cd-1ca8cfd5667a|0|0|488d5c88-871a-4ea5-8c2f-364c758a0337
Shattered Destiny|73|Mentor of the Grave|Uncommon|1 Blood|Troop|Necrotic Warlock|Underworld|0|5|4|3|Deathcry - Transform this into a Call the Grave and put it into your hand.|"Never waste a perfectly viable corpse. Especially mine."||Ekatarina Orange|0|dba83d00-d84e-442d-becf-75f38316b587|0|0|bd232a0d-ffae-4d1f-bda0-68e6d748d67c
Herofall|73|Vampire Prince|Rare|2 Blood|Troop|Undead Vampire Prince|None|0|2|2|1|Flight, Lifedrain     When this deals damage to a champion, bury the top card of their deck. If you buried a resource this way, transform the buried card into a Bloodstone and put it into your hand.|"When I am king, I shall need a queen, and I can imagine nobody lovelier than you, my sweet."||Max Birdfall|0||0|0|15424f16-6671-4c01-819b-df4cccd055a2
AZ1|74|Saarthu|Legendary|3 Sapphire|Troop|Dragon|None|0|7|5|5|Flight    When #SELF# deals damage to an opposing champion, gain control of target opposing card.|Taking your life is not enough. Saarthu must also own your mind, your soul, all that you are.|Unique|Felipe Escobar|0|e5d97fb0-3e3a-496d-9cf0-910046fa8ef1, 29c98b99-828e-4dc9-87d0-085363cfb6bc|0|0|6b724a98-ccf1-4bcd-b6fc-fe0975eb0f44
Primal Dawn|74|Benediction|Uncommon|1 Diamond|Quick Action||None|0|2|2|2|Empower    Up to 1 target card gets Invincible this turn.|May you walk the path of peace and purity ...||JB Casacop|0|478d5d78-abf3-4336-ac50-bdf48a68b21c|0|0|343a3995-1c02-40a8-9cc9-83866b26dc9c
Herofall|74|Voracious Zombie|Common|1 Blood|Troop|Undead Zombie|None|0|2|2|1|[ONE-SHOT]: Sacrifice another troop -> All your Voracious Zombies and your Relentless Zombies in all zones get +2[ATK]/+1[DEF].|||Alejandro Velazquez|0||0|0|3f062f67-80bb-423e-b67b-83d7c6946437
Armies of Myth|74|Crypt Shrieker|Uncommon|2 Diamond|Troop|Spirit|None|1|3|1|3|SOCKETABLE MAJOR    While this is socketed with a minor gem, this has +1[ATK]/+1[DEF].|||Thomas Babbey|0|af9c2e99-b3c6-44ac-a25d-996ef6bc4d9a, 7dd0c62b-1edb-47db-a9c4-da12f5ac3d62|0|0|a08827a6-23ae-469f-a09e-17a58b76c201
Shattered Destiny|74|Minion of Yazukan|Rare|1 Blood|Troop|Shin'hare Undead Zombie|Underworld|0|1|1|1|[BASIC] [BLOOD]: (2) -> Tunneling 2.  This can't block.  Deathcry - This goes underground.  When this goes underground, this gets +1[ATK]/+0[DEF].|"Kill me again, please."||Robb Mommaerts|0|485665d0-4768-40cf-8f37-557693785679, 54162524-29dc-425b-bebc-de5d7939c55a|0|0|e976d596-f915-4a9e-bb95-2276292ae288
Shards of Fate|74|Mazat Ranger|Common|1 Blood|Troop|Orc Ranger|Aria|1|4|4|1|SOCKETABLE MINOR|Orc rangers are permanently camped at the edge of Mazat Crater to defend against attacks from below.||Anders Finer|0|fd4fe2bb-effa-474b-a3e7-e73abc060942|0|0|094e885b-3513-453c-8d98-01d3f58e3627
Scars of War|74|Zorath's Rectory|Rare|1 Blood|Constant|Lair|None|1|2|0|0|SOCKETABLE MAJOR  [BASIC]: (3) -> Summon a Dreadling. It gets all socketed powers of this.|"Shoku cultivates the shroomkin; Jorgen crafts the limbs; but I provide their lifeblood, an infusion of hatred toward the Ardent." -Bloodspinner Zorath||Christof Grobelski|0|c727ff51-868d-4c7e-ba2a-ef3ab10c94f2|0|0|aa331053-b0f6-4335-927e-71b0a1d0b6f9
Herofall|75|Adamanthian Warpriest|Common|1 Diamond|Troop|Human Cleric|Aria|0|2|2|1|When this attacks, it gets +1[ATK]/+1[DEF] for each Valorous troop you control this turn.|||Bo Peng|0||0|0|ac6683bb-5c9d-46a7-95cd-de1d33b4fe25
Shards of Fate|75|Midnight Shepherd|Rare|1 Blood|Troop|Necrotic Warlock|Underworld|0|2|1|1|[BLOOD][DIAMOND][RUBY][SAPPHIRE][WILD]: Exhaust -> Put target troop in a crypt into play under your control.|The Midnight Shepherds are a sect of necrotic warlocks tasked with gathering and tending to large herds of the undead.||Ekatarina Orange|0|8bfb75b0-55de-4538-8a30-aa64a6122ab3, b9da7d38-6765-4b41-abe1-b1ed25507d73|0|0|4bd96791-e4e6-47e2-acb3-7d33b5aff227
